opendata_id,city,postcode,latitude,longitude,ihk_branch_id,nace_id,branch_top_level_id,employees_range,ihk_branch_desc,nace_desc,branch_top_level_desc,business_age,business_type,Bezirk,planungsraum_id,Planungsraum,Bezirksregion,Prognoseraum,Ortsteil
723355871186,Berlin,10437,52.546071120,13.420491995,702202,7022,70,0 Beschäftigte,Beratung Unternehmensführung / Controlling,Unternehmensberatung,Verwaltung u. Führung v. Unternehmen u. Betrieben; Unternehm,13,im Handelsregister eingetragen,Pankow,03601347,Helmholtzplatz,Helmholtzplatz,Nördlicher Prenzlauer Berg,Prenzlauer Berg
73808227274,Berlin,10557,52.520014325,13.352261413,59120,5912,59,0 Beschäftigte,Nachbearbeitung u. sonstige Filmtechnik,Nachbearbeitung u. sonstige Filmtechnik,"Herstellung, Verleih u. Vertrieb v. Filmen u. Fernsehprogram",13,im Handelsregister eingetragen,Mitte,01200626,Thomasiusstraße,Moabit Ost,Moabit,Moabit
735430271434,Berlin,13465,52.626720365,13.287571761,960223,9602,96,0 Beschäftigte,"Fußpflege, allgemein",Frisör- u. Kosmetiksalons,Erbringung v. sonstigen überwiegend persönlichen Dienstleist,12,im Handelsregister eingetragen,Reinickendorf,12400720,Frohnau West,Nord 1 - Frohnau/Hermsdorf,Grüner Norden,Frohnau
7464258786,Berlin,12681,52.555305367,13.531687932,467703,4677,46,1 - 3 Beschäftigte,GH m. metallischen Altmaterialien u. Reststoffen,GH m. Altmaterialien u. Reststoffen,Großhandel (ohne Handel mit Kraftfahrzeugen u. Krafträdern),12,im Handelsregister eingetragen,Marzahn-Hellersdorf,10100205,Gewerbegebiet Bitterfelder Straße,Marzahn Mitte,Marzahn,Marzahn
745638071460,Berlin,10997,52.503107397,13.433588071,821100,8211,82,0 Beschäftigte,Büroservice,Allgemeine Sekretariats- u. Schreibdienste,Erbringung v. wirtschaftlichen Dienstleistungen f. Unternehm,12,im Handelsregister eingetragen,Friedrichshain-Kreuzberg,02300316,Köpenicker Straße,Nördliche Luisenstadt,Kreuzberg Ost,Kreuzberg
75327907930,Berlin,14197,52.472510983,13.316543711,59110,5911,59,0 Beschäftigte,"H. v. Filmen, Videofilmen u. Fernsehprogrammen","H. v. Filmen, Videofilmen u. Fernsehprogrammen","Herstellung, Verleih u. Vertrieb v. Filmen u. Fernsehprogram",12,im Handelsregister eingetragen,Charlottenburg-Wilmersdorf,04400835,Rüdesheimer Platz,Schmargendorf,Wilmersdorf Süd,Wilmersdorf
755338871796,Berlin,10179,52.518224355,13.422209784,63990,6399,63,0 Beschäftigte,Erbringung v. sonstigen Informationsdienstleistungen a. n. g,Erbringung v. sonstigen Informationsdienstleistungen a. n. g,Informationsdienstleistungen,12,im Handelsregister eingetragen,Mitte,01100311,Karl-Marx-Allee,Alexanderplatz,Zentrum,Mitte
753424871416,Berlin,14167,52.420174527,13.280789272,70210,7021,70,0 Beschäftigte,Public-Relations-Beratung,Public-Relations-Beratung,Verwaltung u. Führung v. Unternehmen u. Betrieben; Unternehm,12,im Handelsregister eingetragen,Steglitz-Zehlendorf,06300632,Schweizer Viertel,Drakestraße,Zehlendorf Süd/Lichterfelde West,Lichterfelde
76208347278,Berlin,12203,52.449742180,13.313575465,47783,4778,47,0 Beschäftigte,"EH m. Kunstgegenständen, Bildern, kunstgewerblichen Erzeugni",Sonstiger Einzelhandel in Verkaufsräumen (ohne Antiquitäten,Einzelhandel (ohne Handel mit Kraftfahrzeugen),12,im Handelsregister eingetragen,Steglitz-Zehlendorf,06300633,Augustaplatz,Drakestraße,Zehlendorf Süd/Lichterfelde West,Lichterfelde
763686671622,Berlin,12163,52.457408170,13.320848958,960401,9604,96,0 Beschäftigte,Massage (nicht medizinisch oder kosmetisch),"Saunas, Solarien, Bäder u. ä.",Erbringung v. sonstigen überwiegend persönlichen Dienstleist,12,im Handelsregister eingetragen,Steglitz-Zehlendorf,06100102,Schloßstraße,Schloßstraße,Steglitz,Steglitz
